image_name,brightness,contrast,sharpness
vid_000002_frame0000023.jpg,107.7344411,31.17159385,14149.91415
vid_000003_frame0000007.jpg,109.5048014,30.09534253,13469.69923
vid_000003_frame0000008.jpg,110.2526042,29.85787091,12996.02323
vid_000003_frame0000010.jpg,109.2692362,28.55967562,12477.41828
vid_000003_frame0000011.jpg,108.0074768,27.94610613,12239.13326
vid_000003_frame0000012.jpg,107.3827006,28.02654759,12221.74993
vid_000003_frame0000013.jpg,107.6786194,27.69557762,12036.25654
vid_000003_frame0000014.jpg,106.6265208,27.96444923,12061.65938
vid_000003_frame0000015.jpg,107.5716553,28.17619694,11993.99621
vid_000003_frame0000016.jpg,108.7944692,27.85827223,11760.54274
vid_000003_frame0000017.jpg,110.1362508,28.17857041,11883.30014
vid_000003_frame0000018.jpg,110.4013926,28.48017812,11860.13988
vid_000003_frame0000019.jpg,110.1718191,28.31088805,11633.51234
vid_000003_frame0000020.jpg,109.2936351,28.62057982,11903.80443
vid_000003_frame0000021.jpg,109.5867055,28.31448323,11747.16283
vid_000004_frame0000013.jpg,104.9546,29.97942688,13570.8612
vid_000004_frame0000014.jpg,104.604955,30.38453508,13981.0098
vid_000004_frame0000015.jpg,106.4295298,29.62973355,13894.4729
vid_000004_frame0000016.jpg,105.7372386,30.12814399,14509.63806
vid_000004_frame0000017.jpg,106.7298787,29.80601757,14034.38074
vid_000004_frame0000018.jpg,105.5189311,30.59340499,14775.0894
vid_000005_frame0000008.jpg,104.668752,29.33240373,13142.86579
vid_000005_frame0000009.jpg,108.1094869,28.60454024,12198.11361
vid_000005_frame0000010.jpg,107.8756358,29.26819344,12583.55254
vid_000005_frame0000011.jpg,109.787267,29.41080637,12638.09385
vid_000005_frame0000012.jpg,108.191803,29.45888375,12814.1559
vid_000020_frame0000002.jpg,96.66996257,27.9566073,12138.60378
vid_000020_frame0000003.jpg,97.73264058,28.25254457,12227.72561
vid_000020_frame0000004.jpg,97.88716125,28.46181743,11840.89203
vid_000021_frame0000010.jpg,103.3897298,32.16858052,11357.67449
vid_000021_frame0000013.jpg,104.8132172,32.38379932,11194.0893
vid_000021_frame0000016.jpg,105.911672,32.60669118,11441.98822
vid_000021_frame0000017.jpg,106.5091349,32.63648035,11335.05235
vid_000021_frame0000018.jpg,105.8996379,32.67854412,11345.16213
vid_000021_frame0000019.jpg,106.8981222,32.34747388,10959.53318
vid_000021_frame0000020.jpg,106.1417542,32.58308669,11279.47706
vid_000021_frame0000021.jpg,106.9575297,32.39414974,11276.85942
vid_000021_frame0000032.jpg,107.9172516,33.43927136,11944.66596
vid_000021_frame0000033.jpg,107.915507,32.70566642,11534.80484
vid_000021_frame0000034.jpg,106.8884786,32.5233162,11225.36676
vid_000022_frame0000013.jpg,114.5148926,35.40798002,11597.93697
vid_000022_frame0000014.jpg,114.3685048,35.72135069,11757.02625
vid_000022_frame0000015.jpg,115.238678,35.66822463,11350.96661
vid_000022_frame0000016.jpg,115.0956116,35.71655336,11540.27027
vid_000022_frame0000017.jpg,114.8687337,35.53690353,11267.34671
vid_000022_frame0000030.jpg,110.916982,34.49162014,11478.29562
vid_000022_frame0000033.jpg,109.7999725,33.98550155,11776.74622
vid_000022_frame0000040.jpg,108.110789,33.31190932,11908.7831
vid_000022_frame0000041.jpg,108.3019511,33.28766523,11711.73595
vid_000022_frame0000042.jpg,108.1894124,33.27004166,11974.53272
vid_000022_frame0000043.jpg,107.9155629,33.73160391,12190.55831
vid_000022_frame0000044.jpg,107.9055023,33.42105284,12087.43308
vid_000024_frame0000015.jpg,112.6217244,33.62307986,11507.08787
vid_000024_frame0000024.jpg,117.1608124,34.77575597,11437.85548
vid_000024_frame0000030.jpg,116.3373769,34.98330206,12352.53536
vid_000025_frame0000007.jpg,109.7980804,33.00559264,10568.46316
vid_000025_frame0000008.jpg,110.1321462,32.99939871,11026.5371
vid_000025_frame0000014.jpg,109.3166504,32.71664964,11092.07228
vid_000025_frame0000015.jpg,109.436264,32.49465251,11091.53571
vid_000025_frame0000016.jpg,107.6075948,32.34602086,11564.19461
vid_000025_frame0000017.jpg,108.6883138,32.49389246,11233.46207
vid_000025_frame0000018.jpg,107.6822357,32.54554137,11112.26531
vid_000025_frame0000019.jpg,108.9838664,32.98775408,10821.86573
vid_000026_frame0000005.jpg,108.0887553,32.60860504,11819.31444
vid_000026_frame0000006.jpg,108.0165049,32.53086017,12224.22418
vid_000026_frame0000007.jpg,108.8145905,32.51384626,11804.42418
vid_000026_frame0000008.jpg,111.0977071,33.17714433,11986.84674
vid_000026_frame0000018.jpg,116.4109243,36.14888184,10945.59175
vid_000026_frame0000019.jpg,120.2374624,36.64643787,10901.30824
vid_000026_frame0000020.jpg,122.5995076,37.39243765,11123.20885
vid_000026_frame0000021.jpg,122.9302266,37.1575461,11531.04127
vid_000027_frame0000047.jpg,127.2412313,33.94841015,12033.02166
vid_000027_frame0000048.jpg,128.9000244,34.1790764,12204.27637
vid_000027_frame0000049.jpg,128.5176239,33.45429714,11681.8181
vid_000027_frame0000068.jpg,124.7420705,32.97394536,12103.23557
vid_000027_frame0000069.jpg,126.0544688,33.22880362,12019.74439
vid_000027_frame0000070.jpg,123.4028829,32.13670978,11805.8537
vid_000027_frame0000071.jpg,121.4589233,32.12777538,11884.33383
vid_000028_frame0000009.jpg,113.5844625,30.17031794,10470.79353
vid_000028_frame0000010.jpg,113.2450307,29.97268999,10620.73142
vid_000028_frame0000011.jpg,113.5495555,30.08438375,10764.45797
vid_000028_frame0000012.jpg,112.5996501,29.99518374,11036.79882
vid_000028_frame0000013.jpg,112.2599945,29.57919946,10689.1322
vid_000028_frame0000014.jpg,113.2290853,29.84871778,11109.50759
vid_000028_frame0000015.jpg,112.7968547,29.12470717,10897.35737
vid_000028_frame0000016.jpg,112.4951274,29.05299598,11158.38478
vid_000028_frame0000017.jpg,111.9839528,28.65421892,11076.76986
vid_000028_frame0000018.jpg,110.3051351,28.42587763,11541.79266
vid_000028_frame0000028.jpg,114.0021159,29.27548969,11731.93923
vid_000028_frame0000029.jpg,115.0661672,29.42955669,11213.42277
vid_000028_frame0000030.jpg,116.028717,29.72158182,11430.57717
vid_000028_frame0000031.jpg,115.4011281,29.70218147,11386.25132
vid_000028_frame0000042.jpg,115.3468984,30.94818835,10596.92865
vid_000028_frame0000043.jpg,115.1667989,30.57795766,10719.87947
vid_000029_frame0000012.jpg,104.1770732,31.98098996,10248.5502
vid_000029_frame0000015.jpg,108.8625743,31.05549199,10187.83168
vid_000029_frame0000016.jpg,109.3405101,31.1100212,10771.27414
vid_000030_frame0000002.jpg,117.9324493,31.62857489,10268.51331
vid_000030_frame0000003.jpg,115.6817525,31.40254704,10289.82224
vid_000030_frame0000004.jpg,111.1897583,31.28732573,10706.02984
vid_000030_frame0000005.jpg,107.4752706,30.61102597,10226.70003
vid_000030_frame0000006.jpg,108.2817179,30.74705712,10182.24529
vid_000030_frame0000007.jpg,110.0751902,30.47057148,10329.64443
vid_000030_frame0000008.jpg,111.2750193,30.56287348,10129.61045
vid_000030_frame0000009.jpg,113.4542999,30.21044803,10197.15419
vid_000030_frame0000010.jpg,114.6479747,30.2734685,10361.46993
vid_000030_frame0000011.jpg,113.772583,30.34591004,10431.48321
vid_000030_frame0000012.jpg,112.9562073,30.33073534,10465.21824
vid_000030_frame0000013.jpg,112.5561778,30.26141205,10681.78773
vid_000031_frame0000018.jpg,103.8499959,27.74830453,11431.64194
vid_000031_frame0000019.jpg,105.5928701,27.54344069,11215.19514
vid_000031_frame0000020.jpg,107.6493327,28.3856912,11367.32863
vid_000031_frame0000021.jpg,109.5609894,28.90017379,11076.51367
vid_000031_frame0000022.jpg,109.0428009,29.03454469,10970.47062
vid_000031_frame0000023.jpg,109.266566,29.40758202,10447.95061
vid_000031_frame0000024.jpg,108.0665741,29.12251025,10397.04837
vid_000031_frame0000037.jpg,110.0056559,37.28169556,12005.04851
vid_000031_frame0000041.jpg,106.8621979,38.5333423,11825.27265
vid_000031_frame0000042.jpg,104.8075409,39.12306506,11881.29458
vid_000031_frame0000043.jpg,103.5735626,45.43871285,15892.41117
vid_000031_frame0000044.jpg,99.00634766,45.77546414,17789.39622
vid_000031_frame0000045.jpg,97.48404948,46.26838343,17707.44587
vid_000031_frame0000046.jpg,96.61958822,46.95169606,15389.85311
vid_000031_frame0000047.jpg,93.30141703,42.52347594,14209.71833
vid_000031_frame0000049.jpg,97.42805481,41.16731068,12101.48685
vid_000031_frame0000050.jpg,98.59181722,46.59387535,17025.108
vid_000032_frame0000006.jpg,116.3903707,47.19185698,17155.68927
vid_000032_frame0000007.jpg,114.4623515,48.40614731,18765.08449
vid_000032_frame0000008.jpg,113.8877614,49.62943647,20619.02633
vid_000032_frame0000009.jpg,115.6757609,48.8804961,17347.84636
vid_000032_frame0000010.jpg,114.8074849,48.67147316,20360.72023
vid_000034_frame0000005.jpg,114.5576121,44.48703188,17315.14709
vid_000034_frame0000006.jpg,113.7414907,44.07952966,16678.47974
vid_000034_frame0000007.jpg,113.1668701,44.26518683,16334.94298
vid_000034_frame0000008.jpg,112.5758718,44.58894313,16143.81792
vid_000034_frame0000009.jpg,111.5192413,43.23579336,14340.05751
vid_000034_frame0000010.jpg,110.0244548,42.82197817,15378.29237
vid_000034_frame0000011.jpg,110.8101807,42.45500715,15658.0856
vid_000034_frame0000012.jpg,111.3225708,42.56227011,15976.14689
vid_000034_frame0000013.jpg,111.7775167,41.72468211,14904.49932
